,MEDIO_PREDOMINANTE,LATITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_ORIGEN,LONGITUD_DESTINO,DIFERENCIA_HORAS,tiempo_recorrido,distancia_km,velocidad km/h
77046,AUTO,4.7310807,5.0252154,-74.3409265,-74.0011074,02:29:00,2.4833333333333334,49.927435820442774,20.105007712929975
77080,INTERMUNICIPAL,4.9191986,5.0252154,-74.0257644,-74.0011074,00:30:00,0.5,12.114400517096264,24.22880103419253
77127,AUTO,4.7200905,5.0252154,-73.9691749,-74.0011074,01:46:00,1.7666666666666666,34.1505566169071,19.330503745419115
77129,INTERMUNICIPAL,4.9191986,5.0252154,-74.0257644,-74.0011074,01:15:00,1.25,12.114400517096264,9.691520413677011
77174,AUTO,4.9191986,5.0252154,-74.0257644,-74.0011074,00:20:00,0.3333333333333333,12.114400517096264,36.34320155128879
77210,INTERMUNICIPAL,4.9191986,5.0252154,-74.0257644,-74.0011074,01:00:00,1.0,12.114400517096264,12.114400517096264
77372,AUTO,4.9084118,5.0252154,-73.9416075,-74.0011074,01:10:00,1.1666666666666667,14.5810787377825,12.498067489527855
77374,AUTO,4.9084118,5.0252154,-73.9416075,-74.0011074,00:46:00,0.7666666666666667,14.5810787377825,19.018798353629347
77682,Transmilenio,4.6436306749113,5.0252154,-74.080682907553,-74.0011074,02:10:00,2.1666666666666665,43.385269665991125,20.023970615072827
77863,AUTO,4.8160984,5.0252154,-74.3536111,-74.0011074,02:26:00,2.4333333333333336,45.501603820564085,18.699289241327705
78073,"BICICLETA, BICICLETA CON MOTOR",4.7102423,5.0252154,-74.2144199,-74.0011074,00:31:00,0.5166666666666667,42.298899311707416,81.86883737749821
78096,OTROS,4.5866282782654,5.0252154,-74.081910060238,-74.0011074,00:54:00,0.9,49.63930327980377,55.154781422004184
79306,INTERMUNICIPAL,4.7102423,5.0252154,-74.2144199,-74.0011074,02:30:00,2.5,42.298899311707416,16.919559724682966
79468,INTERMUNICIPAL,4.9084118,5.0252154,-73.9416075,-74.0011074,01:00:00,1.0,14.5810787377825,14.5810787377825
79470,INTERMUNICIPAL,4.9084118,5.0252154,-73.9416075,-74.0011074,01:00:00,1.0,14.5810787377825,14.5810787377825
79491,INTERMUNICIPAL,4.9084118,5.0252154,-73.9416075,-74.0011074,01:00:00,1.0,14.5810787377825,14.5810787377825
79713,AUTO,4.9084118,5.0252154,-73.9416075,-74.0011074,01:00:00,1.0,14.5810787377825,14.5810787377825
79717,ESPECIAL,4.9084118,5.0252154,-73.9416075,-74.0011074,00:30:00,0.5,14.5810787377825,29.162157475565
79785,AUTO,4.9084118,5.0252154,-73.9416075,-74.0011074,00:40:00,0.6666666666666666,14.5810787377825,21.87161810667375
79837,AUTO,4.9084118,5.0252154,-73.9416075,-74.0011074,00:30:00,0.5,14.5810787377825,29.162157475565
79841,AUTO,4.9084118,5.0252154,-73.9416075,-74.0011074,00:30:00,0.5,14.5810787377825,29.162157475565
79843,AUTO,4.9084118,5.0252154,-73.9416075,-74.0011074,00:30:00,0.5,14.5810787377825,29.162157475565
80404,INTERMUNICIPAL,4.9956821,5.0252154,-73.8733368,-74.0011074,00:29:00,0.48333333333333334,14.545440079022296,30.094013956597852
80634,MOTO,4.9956821,5.0252154,-73.8733368,-74.0011074,00:20:00,0.3333333333333333,14.545440079022296,43.63632023706689
80644,INTERMUNICIPAL,4.9956821,5.0252154,-73.8733368,-74.0011074,00:47:00,0.7833333333333333,14.545440079022296,18.568646909390164
80646,INTERMUNICIPAL,4.9956821,5.0252154,-73.8733368,-74.0011074,00:47:00,0.7833333333333333,14.545440079022296,18.568646909390164
80751,INTERMUNICIPAL,4.9956821,5.0252154,-73.8733368,-74.0011074,00:50:00,0.8333333333333334,14.545440079022296,17.454528094826752
81052,INTERMUNICIPAL,4.9956821,5.0252154,-73.8733368,-74.0011074,00:34:00,0.5666666666666667,14.545440079022296,25.668423668862875
81054,INTERMUNICIPAL,4.9956821,5.0252154,-73.8733368,-74.0011074,00:29:00,0.48333333333333334,14.545440079022296,30.094013956597852
81270,TAXI,4.8160984,5.0252154,-74.3536111,-74.0011074,01:01:00,1.0166666666666666,45.501603820564085,44.755675889079434
81284,TAXI,4.8160984,5.0252154,-74.3536111,-74.0011074,01:01:00,1.0166666666666666,45.501603820564085,44.755675889079434
81333,TPC-SITP,4.8160984,5.0252154,-74.3536111,-74.0011074,03:41:00,3.6833333333333336,45.501603820564085,12.353376602868076
81564,AUTO,4.9084118,5.0252154,-73.9416075,-74.0011074,02:48:00,2.8,14.5810787377825,5.207528120636607
81771,INTERMUNICIPAL,4.7668258797592,5.0252154,-74.043887178368,-74.0011074,01:58:00,1.9666666666666668,29.152551681601647,14.823331363526261
81775,INTERMUNICIPAL,4.8003563251647,5.0252154,-74.048923046832,-74.0011074,02:26:00,2.4333333333333336,25.58685239733581,10.515144820822934
81781,Transmilenio,4.6481580393983,5.0252154,-74.06366575198,-74.0011074,02:08:00,2.1333333333333333,42.54361377210283,19.9423189556732
81784,Transmilenio,4.657237859142,5.0252154,-74.058665728129,-74.0011074,02:04:00,2.066666666666667,41.457681754519996,20.06016859089677
81786,Transmilenio,4.6987893856255,5.0252154,-74.094038851426,-74.0011074,02:53:00,2.8833333333333333,37.771348432179465,13.099889629657618
81794,"BICICLETA, BICICLETA CON MOTOR",4.9191986,5.0252154,-74.0257644,-74.0011074,01:48:00,1.8,12.114400517096264,6.730222509497924
81813,"BICICLETA, BICICLETA CON MOTOR",4.6293364395298,5.0252154,-74.066880050775,-74.0011074,03:59:00,3.9833333333333334,44.668940594703976,11.213959981934053
81980,AUTO,4.5539209827464,5.0252154,-74.13792151899,-74.0011074,01:13:00,1.2166666666666668,54.615403752091304,44.889372946924354
82015,MOTO,4.9956821,5.0252154,-73.8733368,-74.0011074,00:19:00,0.31666666666666665,14.545440079022296,45.93296867059672
82045,ESPECIAL,4.9647668,5.0252154,-73.9121163,-74.0011074,01:05:00,1.0833333333333333,11.944659455042787,11.025839496962574
82061,INTERMUNICIPAL,4.9647668,5.0252154,-73.9121163,-74.0011074,00:35:00,0.5833333333333334,11.944659455042787,20.476559065787633
82354,MOTO,4.6225948823721,5.0252154,-74.069362041047,-74.0011074,01:55:00,1.9166666666666665,45.45454816717643,23.715416435048574
82356,Transmilenio,4.6225948823721,5.0252154,-74.069362041047,-74.0011074,02:45:00,2.75,45.45454816717643,16.528926606245975
82358,Transmilenio,4.6225948823721,5.0252154,-74.069362041047,-74.0011074,02:16:00,2.2666666666666666,45.45454816717643,20.05347713257784
82360,Transmilenio,4.6225948823721,5.0252154,-74.069362041047,-74.0011074,02:16:00,2.2666666666666666,45.45454816717643,20.05347713257784
82362,Transmilenio,4.6225948823721,5.0252154,-74.069362041047,-74.0011074,02:16:00,2.2666666666666666,45.45454816717643,20.05347713257784
82390,TPC-SITP,4.8648572,5.0252154,-74.047458,-74.0011074,01:06:00,1.1,18.57642995976313,16.887663599784663
82400,MOTO,4.6810711917756,5.0252154,-74.061963451405,-74.0011074,01:52:00,1.8666666666666667,38.90014689493107,20.839364407998787
82410,TPC-SITP,4.8648572,5.0252154,-74.047458,-74.0011074,01:06:00,1.1,18.57642995976313,16.887663599784663
82424,TPC-SITP,4.7167432,5.0252154,-74.2117265,-74.0011074,02:27:00,2.45,41.53215195796908,16.951898758354723
82428,TPC-SITP,4.7167432,5.0252154,-74.2117265,-74.0011074,02:27:00,2.45,41.53215195796908,16.951898758354723
82434,Transmilenio,4.6111952328161,5.0252154,-74.161928917545,-74.0011074,02:28:00,2.466666666666667,49.42060986837234,20.035382379069866
82469,Transmilenio,4.7102423,5.0252154,-74.2144199,-74.0011074,02:08:00,2.1333333333333333,42.298899311707416,19.827609052362853
82475,PEATON,4.9647668,5.0252154,-73.9121163,-74.0011074,02:23:00,2.3833333333333333,11.944659455042787,5.011745225892079
82485,Transmilenio,4.66306851777,5.0252154,-74.0637517686,-74.0011074,02:04:00,2.066666666666667,40.90851525294316,19.794442864327333
82489,Transmilenio,4.611618526072,5.0252154,-74.070900093801,-74.0011074,02:20:00,2.3333333333333335,46.687803939346814,20.009058831148632
82491,AUTO,4.671259758631,5.0252154,-74.05739883559,-74.0011074,01:17:00,1.2833333333333332,39.89386758926679,31.086130589039062
82571,INTERMUNICIPAL,4.9647668,5.0252154,-73.9121163,-74.0011074,01:00:00,1.0,11.944659455042787,11.944659455042787
82597,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,01:01:00,1.0166666666666666,18.57642995976313,18.27189832107849
82601,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,01:00:00,1.0,18.57642995976313,18.57642995976313
82609,ILEGAL,4.8648572,5.0252154,-74.047458,-74.0011074,01:11:00,1.1833333333333333,18.57642995976313,15.698391515292785
82613,Transmilenio,4.6889378176096,5.0252154,-74.064234988173,-74.0011074,02:54:00,2.9,38.083537874665254,13.132254439539743
82625,Transmilenio,4.6111952328161,5.0252154,-74.161928917545,-74.0011074,02:28:00,2.466666666666667,49.42060986837234,20.035382379069866
82660,TPC-SITP,4.8648572,5.0252154,-74.047458,-74.0011074,01:11:00,1.1833333333333333,18.57642995976313,15.698391515292785
82744,AUTO,4.9191986,5.0252154,-74.0257644,-74.0011074,00:31:00,0.5166666666666667,12.114400517096264,23.44722680728309
82746,AUTO,4.9191986,5.0252154,-74.0257644,-74.0011074,00:31:00,0.5166666666666667,12.114400517096264,23.44722680728309
82748,AUTO,4.5949678058168,5.0252154,-74.111220501013,-74.0011074,01:06:00,1.1,49.42799366654166,44.93453969685605
82754,TPC-SITP,4.8648572,5.0252154,-74.047458,-74.0011074,01:06:00,1.1,18.57642995976313,16.887663599784663
83482,AUTO,4.6338385094746,5.0252154,-74.102085638085,-74.0011074,01:30:00,1.5,44.98472398099787,29.989815987331912
83484,AUTO,4.9191986,5.0252154,-74.0257644,-74.0011074,00:16:00,0.26666666666666666,12.114400517096264,45.42900193911099
83556,INTERMUNICIPAL,4.9084118,5.0252154,-73.9416075,-74.0011074,01:00:00,1.0,14.5810787377825,14.5810787377825
83626,INTERMUNICIPAL,4.9084118,5.0252154,-73.9416075,-74.0011074,01:00:00,1.0,14.5810787377825,14.5810787377825
83704,INTERMUNICIPAL,4.778687875908,5.0252154,-74.041650890306,-74.0011074,01:30:00,1.5,27.809325804936563,18.539550536624375
83708,ESPECIAL,4.9191986,5.0252154,-74.0257644,-74.0011074,00:30:00,0.5,12.114400517096264,24.22880103419253
83710,INTERMUNICIPAL,4.8003563251647,5.0252154,-74.048923046832,-74.0011074,01:00:00,1.0,25.58685239733581,25.58685239733581
83725,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,00:30:00,0.5,18.57642995976313,37.15285991952626
83955,INTERMUNICIPAL,4.9084118,5.0252154,-73.9416075,-74.0011074,00:30:00,0.5,14.5810787377825,29.162157475565
83974,ESPECIAL,4.9191986,5.0252154,-74.0257644,-74.0011074,01:00:00,1.0,12.114400517096264,12.114400517096264
83978,Transmilenio,4.6142205127362,5.0252154,-74.091780059969,-74.0011074,02:21:00,2.35,46.84430745703482,19.93374785405737
84006,ESPECIAL,4.8087332,5.0252154,-74.1026423,-74.0011074,01:30:00,1.5,26.600064605375675,17.733376403583783
84016,INTERMUNICIPAL,4.8648572,5.0252154,-74.047458,-74.0011074,00:50:00,0.8333333333333334,18.57642995976313,22.291715951715755
84030,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,00:26:00,0.43333333333333335,18.57642995976313,42.868684522530295
84115,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,00:50:00,0.8333333333333334,18.57642995976313,22.291715951715755
84125,MOTO,4.6466071463561,5.0252154,-74.061204405276,-74.0011074,01:10:00,1.1666666666666667,42.67045358267264,36.57467449943369
84129,ESPECIAL,4.9647668,5.0252154,-73.9121163,-74.0011074,00:50:00,0.8333333333333334,11.944659455042787,14.333591346051344
84135,MOTO,4.6930896978407,5.0252154,-74.062548220841,-74.0011074,01:00:00,1.0,37.594958070006165,37.594958070006165
84139,TPC-SITP,4.7645839875581,5.0252154,-74.038444779774,-74.0011074,02:43:00,2.716666666666667,29.30745051091629,10.788018592975321
84141,ESPECIAL,4.9647668,5.0252154,-73.9121163,-74.0011074,01:00:00,1.0,11.944659455042787,11.944659455042787
84143,ESPECIAL,4.9647668,5.0252154,-73.9121163,-74.0011074,01:00:00,1.0,11.944659455042787,11.944659455042787
84163,MOTO,4.8648572,5.0252154,-74.047458,-74.0011074,00:25:00,0.4166666666666667,18.57642995976313,44.58343190343151
84173,Transmilenio,4.7180743813602,5.0252154,-74.045618728089,-74.0011074,01:50:00,1.8333333333333335,34.54543726119913,18.84296577883589
84175,Transmilenio,4.7180743813602,5.0252154,-74.045618728089,-74.0011074,01:50:00,1.8333333333333335,34.54543726119913,18.84296577883589
84177,Transmilenio,4.6584919643583,5.0252154,-74.060338959559,-74.0011074,02:20:00,2.3333333333333335,41.348829549863375,17.720926949941447
84190,INTERMUNICIPAL,4.7102423,5.0252154,-74.2144199,-74.0011074,02:30:00,2.5,42.298899311707416,16.919559724682966
84252,"BICICLETA, BICICLETA CON MOTOR",4.9956821,5.0252154,-73.8733368,-74.0011074,01:58:00,1.9666666666666668,14.545440079022296,7.395986480858794
84616,AUTO,4.9084118,5.0252154,-73.9416075,-74.0011074,00:30:00,0.5,14.5810787377825,29.162157475565
84728,INTERMUNICIPAL,4.690060234511,5.0252154,-74.130961083218,-74.0011074,01:20:00,1.3333333333333333,39.993039734037794,29.994779800528345
84734,INTERMUNICIPAL,4.6897657269964,5.0252154,-74.131130017018,-74.0011074,01:20:00,1.3333333333333333,40.03037419569403,30.022780646770524
84772,ESPECIAL,4.9647668,5.0252154,-73.9121163,-74.0011074,00:16:00,0.26666666666666666,11.944659455042787,44.79247295641045
84777,AUTO,4.5866282782654,5.0252154,-74.081910060238,-74.0011074,02:01:00,2.0166666666666666,49.63930327980377,24.614530551968812
84780,AUTO,4.5865619228111,5.0252154,-74.081701360941,-74.0011074,02:02:00,2.033333333333333,49.64239419636674,24.414292227721347
85677,Transmilenio,4.6580284416469,5.0252154,-74.059664613679,-74.0011074,02:04:00,2.066666666666667,41.38796957938507,20.02643689325084
85679,Transmilenio,4.6846906438385,5.0252154,-74.094464135097,-74.0011074,02:58:00,2.966666666666667,39.29600864857901,13.245845611880565
85682,Transmilenio,4.6497030478704,5.0252154,-74.064508130021,-74.0011074,02:07:00,2.1166666666666667,42.389337019007094,20.02645843417658
85885,ESPECIAL,4.9647668,5.0252154,-73.9121163,-74.0011074,00:41:00,0.6833333333333333,11.944659455042787,17.47998944640408
85889,Transmilenio,4.698818611663,5.0252154,-74.049984262432,-74.0011074,01:55:00,1.9166666666666665,36.73659850511801,19.16692095919201
85899,INTERMUNICIPAL,4.9191986,5.0252154,-74.0257644,-74.0011074,00:25:00,0.4166666666666667,12.114400517096264,29.074561241031034
85908,Transmilenio,4.6968281733051,5.0252154,-74.142344669123,-74.0011074,02:15:00,2.25,39.77131825886982,17.676141448386588
85916,Transmilenio,4.632815372008,5.0252154,-74.065084986146,-74.0011074,02:13:00,2.216666666666667,44.25454336341259,19.964455652667333
85943,INTERMUNICIPAL,4.8648572,5.0252154,-74.047458,-74.0011074,00:50:00,0.8333333333333334,18.57642995976313,22.291715951715755
85949,INTERMUNICIPAL,4.8648572,5.0252154,-74.047458,-74.0011074,00:50:00,0.8333333333333334,18.57642995976313,22.291715951715755
85953,INTERMUNICIPAL,4.9191986,5.0252154,-74.0257644,-74.0011074,00:30:00,0.5,12.114400517096264,24.22880103419253
85955,INTERMUNICIPAL,4.7704324220753,5.0252154,-74.043547465738,-74.0011074,01:58:00,1.9666666666666668,28.750305308271795,14.618799309290742
85959,Transmilenio,4.6864496100639,5.0252154,-74.054627399453,-74.0011074,02:55:00,2.9166666666666665,38.17567394245567,13.08880249455623
85961,Transmilenio,4.6864496100639,5.0252154,-74.054627399453,-74.0011074,02:55:00,2.9166666666666665,38.17567394245567,13.08880249455623
85965,Transmilenio,4.6574643899822,5.0252154,-74.072026544975,-74.0011074,02:05:00,2.0833333333333335,41.68685899382565,20.00969231703631
85979,INTERMUNICIPAL,4.8648572,5.0252154,-74.047458,-74.0011074,00:45:00,0.75,18.57642995976313,24.768573279684173
85993,Transmilenio,4.7058727032345,5.0252154,-74.049357957427,-74.0011074,02:48:00,2.8,35.94971242448365,12.839183008744161
86013,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,00:40:00,0.6666666666666666,18.57642995976313,27.864644939644695
86019,Transmilenio,4.6573725075416,5.0252154,-74.058747637099,-74.0011074,02:04:00,2.066666666666667,41.444272167109446,20.053680080859408
86061,ESPECIAL,4.915941,5.0252154,-74.0969271,-74.0011074,00:36:00,0.6,16.15223659900027,26.920394331667115
86075,Transmilenio,4.68971539462,5.0252154,-74.0541019704,-74.0011074,02:00:00,2.0,37.80748542312547,18.903742711562735
86103,AUTO,4.7374584953039,5.0252154,-74.043660533654,-74.0011074,01:05:00,1.0833333333333333,32.3788392583139,29.888159315366682
86105,AUTO,4.7374584953039,5.0252154,-74.043660533654,-74.0011074,01:05:00,1.0833333333333333,32.3788392583139,29.888159315366682
86110,Transmilenio,4.6851548150954,5.0252154,-74.048667472265,-74.0011074,02:55:00,2.9166666666666665,38.221226962002525,13.104420672686581
86112,Transmilenio,4.6947785481143,5.0252154,-74.08976896413,-74.0011074,02:54:00,2.9,38.07602340022278,13.129663241456132
86114,INTERMUNICIPAL,4.7609208278441,5.0252154,-74.04675607461,-74.0011074,01:00:00,1.0,29.853645680816296,29.853645680816296
86116,Transmilenio,4.6340251176616,5.0252154,-74.076757946258,-74.0011074,02:13:00,2.216666666666667,44.348300664044366,20.006752179268133
86118,Transmilenio,4.7036324762324,5.0252154,-74.032744464507,-74.0011074,02:48:00,2.8,35.97007206589082,12.846454309246722
86120,INTERMUNICIPAL,4.778687875908,5.0252154,-74.041650890306,-74.0011074,01:56:00,1.9333333333333333,27.809325804936563,14.384134037036153
86124,Transmilenio,4.60460538065,5.0252154,-74.0770809876,-74.0011074,02:23:00,2.3833333333333333,47.57453565254457,19.961343630438282
86176,TPC-SITP,4.7540453872613,5.0252154,-74.057840400801,-74.0011074,02:00:00,2.0,30.83542084599749,15.417710422998745
86217,TPC-SITP,4.6745766834022,5.0252154,-74.06765447106,-74.0011074,02:20:00,2.3333333333333335,39.72478927261789,17.02490968826481
86229,ESPECIAL,4.8648572,5.0252154,-74.047458,-74.0011074,01:05:00,1.0833333333333333,18.57642995976313,17.14747380901212
86231,MOTO,4.9191986,5.0252154,-74.0257644,-74.0011074,00:40:00,0.6666666666666666,12.114400517096264,18.171600775644396
86296,MOTO,4.6498832744501,5.0252154,-74.065631820526,-74.0011074,01:57:00,1.95,42.39041899315976,21.738676406748596
86305,ESPECIAL,4.8648572,5.0252154,-74.047458,-74.0011074,01:00:00,1.0,18.57642995976313,18.57642995976313
86307,INTERMUNICIPAL,4.8648572,5.0252154,-74.047458,-74.0011074,01:04:00,1.0666666666666667,18.57642995976313,17.415403087277934
86323,Transmilenio,4.6575449106754,5.0252154,-74.059292418805,-74.0011074,02:07:00,2.1166666666666667,41.43467958727026,19.575439175088313
86327,Transmilenio,4.6581745914369,5.0252154,-74.060130960525,-74.0011074,02:12:00,2.2,41.380054558591986,18.8091157084509
86329,Transmilenio,4.6819904336,5.0252154,-74.0575966727,-74.0011074,02:57:00,2.95,38.718043129584814,13.124760382910106
86331,INTERMUNICIPAL,4.8003563251647,5.0252154,-74.048923046832,-74.0011074,02:26:00,2.4333333333333336,25.58685239733581,10.515144820822934
86335,AUTO,4.67262845652,5.0252154,-74.154317105879,-74.0011074,01:37:00,1.6166666666666667,42.77093355591618,26.456247560360524
86341,AUTO,4.647684111989,5.0252154,-74.118959442298,-74.0011074,02:00:00,2.0,44.01283069707967,22.006415348539836
86343,Transmilenio,4.7044696882889,5.0252154,-74.048875165509,-74.0011074,02:03:00,2.05,36.096264246631044,17.607933778844412
86345,Transmilenio,4.6448377261715,5.0252154,-74.060292233604,-74.0011074,02:20:00,2.3333333333333335,42.84940006826797,18.36402860068627
86351,INTERMUNICIPAL,4.9191986,5.0252154,-74.0257644,-74.0011074,00:35:00,0.5833333333333334,12.114400517096264,20.767543743593595
86355,Transmilenio,4.6822430712258,5.0252154,-74.038644363986,-74.0011074,02:06:00,2.1,38.405909781283086,18.288528467277658
86359,INTERMUNICIPAL,4.9191986,5.0252154,-74.0257644,-74.0011074,00:53:00,0.8833333333333333,12.114400517096264,13.714415679731621
86373,INTERMUNICIPAL,4.9191986,5.0252154,-74.0257644,-74.0011074,01:05:00,1.0833333333333333,12.114400517096264,11.182523554242707
86383,INTERMUNICIPAL,4.6987893856255,5.0252154,-74.094038851426,-74.0011074,02:55:00,2.9166666666666665,37.771348432179465,12.950176605318674
86397,INTERMUNICIPAL,4.7560976418267,5.0252154,-74.045308353642,-74.0011074,01:42:00,1.7,30.356577083155152,17.856810048914795
86401,INTERMUNICIPAL,4.75414617093,5.0252154,-74.0406719385,-74.0011074,01:42:00,1.7,30.492741710334208,17.93690688843189
86405,ESPECIAL,4.9647668,5.0252154,-73.9121163,-74.0011074,00:57:00,0.95,11.944659455042787,12.573325742150303
86411,MOTO,4.9084118,5.0252154,-73.9416075,-74.0011074,01:09:00,1.15,14.5810787377825,12.679198902419566
86415,ESPECIAL,4.9956821,5.0252154,-73.8733368,-74.0011074,01:22:00,1.3666666666666667,14.545440079022296,10.643004935869973
86417,INTERMUNICIPAL,4.8648572,5.0252154,-74.047458,-74.0011074,01:15:00,1.25,18.57642995976313,14.861143967810502
86527,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,00:40:00,0.6666666666666666,18.57642995976313,27.864644939644695
86555,Transmilenio,4.6323457607239,5.0252154,-74.066402013274,-74.0011074,02:13:00,2.216666666666667,44.3297793008862,19.998396677091517
86578,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,00:45:00,0.75,18.57642995976313,24.768573279684173
86584,INTERMUNICIPAL,4.9191986,5.0252154,-74.0257644,-74.0011074,00:50:00,0.8333333333333334,12.114400517096264,14.537280620515517
86596,AUTO,4.7418942185838,5.0252154,-74.047799047788,-74.0011074,01:10:00,1.1666666666666667,31.961569461381703,27.3956309668986
86598,INTERMUNICIPAL,4.6947785481143,5.0252154,-74.08976896413,-74.0011074,01:20:00,1.3333333333333333,38.07602340022278,28.557017550167085
86608,Transmilenio,4.6402224458486,5.0252154,-74.065071002045,-74.0011074,02:10:00,2.1666666666666665,43.440603147143406,20.04950914483542
86642,TPC-SITP,4.9191986,5.0252154,-74.0257644,-74.0011074,01:43:00,1.7166666666666668,12.114400517096264,7.0569323400560755
86701,ESPECIAL,4.9084118,5.0252154,-73.9416075,-74.0011074,00:45:00,0.75,14.5810787377825,19.441438317043332
86710,Transmilenio,4.6541277795124,5.0252154,-74.060768206191,-74.0011074,02:06:00,2.1,41.836056601798916,19.92193171514234
86712,Transmilenio,4.6541277795124,5.0252154,-74.060768206191,-74.0011074,02:06:00,2.1,41.836056601798916,19.92193171514234
86743,ESPECIAL,4.9647668,5.0252154,-73.9121163,-74.0011074,00:35:00,0.5833333333333334,11.944659455042787,20.476559065787633
86750,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,00:30:00,0.5,18.57642995976313,37.15285991952626
86754,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,00:30:00,0.5,18.57642995976313,37.15285991952626
86944,AUTO,4.6701543477483,5.0252154,-74.055247712583,-74.0011074,01:30:00,1.5,39.978873679749654,26.652582453166435
86946,Transmilenio,4.60044783635,5.0252154,-74.071259859229,-74.0011074,02:30:00,2.5,47.92102371546896,19.168409486187585
86948,INTERMUNICIPAL,4.6599906714055,5.0252154,-74.11461156528,-74.0011074,03:00:00,3.0,42.56144751748229,14.187149172494097
86954,AUTO,4.6036262398238,5.0252154,-74.068802050448,-74.0011074,02:40:00,2.6666666666666665,47.52809644250722,17.82303616594021
86956,AUTO,4.6036262398238,5.0252154,-74.068802050448,-74.0011074,03:00:00,3.0,47.52809644250722,15.842698814169074
86958,INTERMUNICIPAL,4.8648572,5.0252154,-74.047458,-74.0011074,01:00:00,1.0,18.57642995976313,18.57642995976313
86960,INTERMUNICIPAL,4.8648572,5.0252154,-74.047458,-74.0011074,01:00:00,1.0,18.57642995976313,18.57642995976313
86966,AUTO,4.6382056927016,5.0252154,-74.065326692182,-74.0011074,01:20:00,1.3333333333333333,43.66672757049988,32.750045677874915
86968,INTERMUNICIPAL,4.9191986,5.0252154,-74.0257644,-74.0011074,00:25:00,0.4166666666666667,12.114400517096264,29.074561241031034
86970,Transmilenio,4.5770025944565,5.0252154,-74.090674590075,-74.0011074,02:00:00,2.0,50.87450354000297,25.437251770001485
86995,Transmilenio,4.6551418272269,5.0252154,-74.060180499727,-74.0011074,02:05:00,2.0833333333333335,41.714307673511335,20.02286768328544
87090,INTERMUNICIPAL,4.763240607,5.0252154,-74.0447846503,-74.0011074,01:59:00,1.9833333333333334,29.562563230057332,14.905494065575125
87118,MOTO,4.9191986,5.0252154,-74.0257644,-74.0011074,00:30:00,0.5,12.114400517096264,24.22880103419253
87147,TPC-SITP,4.8648572,5.0252154,-74.047458,-74.0011074,01:06:00,1.1,18.57642995976313,16.887663599784663
87153,ESPECIAL,4.9084118,5.0252154,-73.9416075,-74.0011074,01:00:00,1.0,14.5810787377825,14.5810787377825
87161,AUTO,4.6378427252646,5.0252154,-74.117817597784,-74.0011074,02:00:00,2.0,45.02355126472342,22.51177563236171
87360,AUTO,4.6661108565949,5.0252154,-74.056335152753,-74.0011074,02:00:00,2.0,40.44204079217896,20.22102039608948
87362,AUTO,4.6661108565949,5.0252154,-74.056335152753,-74.0011074,01:54:00,1.9,40.44204079217896,21.28528462746261
87452,Transmilenio,4.610723087,5.0252154,-74.0753843869,-74.0011074,02:21:00,2.35,46.870985226213335,19.945100096260994
87463,AUTO,4.6858813303278,5.0252154,-74.048802162365,-74.0011074,02:00:00,2.0,38.14319606464375,19.071598032321877
87465,AUTO,4.8648572,5.0252154,-74.047458,-74.0011074,01:00:00,1.0,18.57642995976313,18.57642995976313
87467,INTERMUNICIPAL,4.8648572,5.0252154,-74.047458,-74.0011074,01:42:00,1.7,18.57642995976313,10.927311741037135
87469,ESPECIAL,4.8648572,5.0252154,-74.047458,-74.0011074,01:10:00,1.1666666666666667,18.57642995976313,15.922654251225538
87473,AUTO,4.6891449236945,5.0252154,-74.056802979578,-74.0011074,01:27:00,1.45,37.91787712386579,26.150260085424687
87509,INTERMUNICIPAL,4.6617758726,5.0252154,-74.1159830923,-74.0011074,01:34:00,1.5666666666666667,42.41710181560473,27.074745839747703
87515,Transmilenio,4.7392757968947,5.0252154,-74.097086931665,-74.0011074,02:41:00,2.6833333333333336,33.56370502377329,12.50821305233787
87541,PEATON,4.9647668,5.0252154,-73.9121163,-74.0011074,02:23:00,2.3833333333333333,11.944659455042787,5.011745225892079
87565,TAXI,4.5980562674585,5.0252154,-74.095422727069,-74.0011074,01:47:00,1.7833333333333332,48.68852339156175,27.30197573358603
87567,INTERMUNICIPAL,4.6624767989178,5.0252154,-74.058538540355,-74.0011074,02:00:00,2.0,40.87933598268425,20.439667991342127
87569,INTERMUNICIPAL,4.9647668,5.0252154,-73.9121163,-74.0011074,01:00:00,1.0,11.944659455042787,11.944659455042787
87571,INTERMUNICIPAL,4.9647668,5.0252154,-73.9121163,-74.0011074,00:40:00,0.6666666666666666,11.944659455042787,17.916989182564183
87578,INTERMUNICIPAL,4.671696,5.0252154,-74.106731,-74.0011074,01:22:00,1.3666666666666667,41.06058592634471,30.04433116561808
87588,ESPECIAL,4.8648572,5.0252154,-74.047458,-74.0011074,00:25:00,0.4166666666666667,18.57642995976313,44.58343190343151
